original	call_entry	net	correct_mean	correct_cnt	fake_always_1	fake_always_3	fake_always_5	fake_correct	fake_correct_1v5	1000	1001	1002	1004	1005	1006	1007	1009	1010	1011	1012	1013	1014	984	986	987	988	992	993	994	995	996	997	998
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1014	loss22-0 + rate19kbit	2.5714285714286	7	1	3	5	2.5714285714286	1	1		1.989	1	1.233	1.996	2.3	1.944	2.3	1	3.90335	1	1.299	1.0831	1.496362	1.864	1		1	2.3896	2.37642	1	2.03961	4.8599
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1011	loss25-0 + rate29kbit	3.4285714285714	7	1	3	5	3.4285714285714	5	3.7033	1.9650573411533	1.929	3.595762	1.234	3.014	2.3	1.704	2.4	3	3.67731	2.50897	1.274	1.0387	1.631326	1.962	3.378906	4.89	2.41276	3.17049	1.73218	1	3.52777	
sample16_28b7af27b8464f83f547e385893de318.ogg	993	loss13-0 + rate44kbit	4	6	1	3	5	4	5	1	1.1777497308898	2.582	3.753868	1.631	2.674	2.7	2.539	2.3	1	4.57604	1	1.707	1.2674	2.190283	2.568	3.503448		3.9377	3.2334	2.69569	4.2231	4.16262	5
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1014	loss13-0 + rate48kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	1		2.51	2.663145	1.506	3.709	2.7	2.198	2	1	4.16918	3.08873	1.571	1.2567	2.14717	2.443	3.255905	2.24	3.81561	4.43369	2.63249	5	1.84249	
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1012	loss20-0 + rate32kbit	2.7142857142857	7	1	3	5	2.7142857142857	1	1	3.0337385222369	2.353	3.228366	1.429	4.606	2.7	2.421	2.8	1	3.72997	1	1.555	1.1854	2.023772	2.323	1	4.54	4.99413	5	2.81353	4.9094	4.13997	4.9115
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1000	loss30-0 + rate14kbit	1.5714285714286	7	1	3	5	1.5714285714286	1	1	1.8026421805345	1.51	1	1.196	2.086	2.3	1.746	2.82	1	2.93101	1.34546	1.169	1.0825	1.369655	1.771	1		2.59773	2.91353	1.70122	4.8711	1.44742	3.2507
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	1000	loss25-0 + rate25kbit	1.7837837837838	37	1	3	5	1.7837837837838	1	1	3.3047565513231	2.059	4.990015	1.249	2.362	2.7	1.987	2.3	3	4.21016	1	1.42	1.1994	1.574374	2.065	1.204758	4.82	1	2.70288	1.52624	1	3.6615	5
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	987	loss25-0 + delay500-50	4	6	1	3	5	4	5	1	3.3772146469096	2.575	4.883636	1.494	3.576	2.7	2.466	2	1	4.20643	4.06024	1.662	1.2266	2.13771	2.598	1	4.32	3.52705	2.10961	2.79594	5	3.65742	1
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	988	loss20-0 + rate32kbit	4.5	6	1	3	5	4.5	5	1.33174	3.0040383408358	2.387	1	1.406	3.288	2.7	2.27	2.8	1	4.75698	3.39857	1.663	1.2506	2.157895	2.509	2.866982	4.83	3.19363	3.85837	1.97175	1	3.8125	5
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1000	loss40-0 + rate16kbit	0.82142857142857	28	1	3	5	0.82142857142857	1	1	3.9568780752538	1.447	1.039773	1.161	1	2.3	1.593	1.7	1	2.92555	1	1.162	1.8166	1.304405	1.76	1	3.46	1	2.69428	1.85754	1	2.3413	4.0888
sample05_ff63f34c691af48ef285649054ab4906.ogg	1009	loss25-0 + delay500-50	2.5714285714286	7	1	3	5	2.5714285714286	1	1	1.6065170112641	1.475	3.129782	1.183	3.445	2.3	1.696	2.235	1	2.64778	2.14781	1.198	1.0812	1.440253	1.811	1	3.15	3.09124	2.12932	1.51196	4.9185	2.53394	2.1628
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	987	loss17-0 + rate24kbit	3.6666666666667	6	1	3	5	3.6666666666667	5	1	3.6528485118501	1.965	1	1.217	4.287	2.3	2.012	3.52	1	3.95788	1	1.322	1.0681	1.620406	2.021	1	4.11	4.93071	5	2.47834	4.9459	3.61833	4.048
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	987	loss17-0 + rate24kbit	2.4285714285714	7	1	3	5	2.4285714285714	1	1	3.554479502297	1.996	1	1.325	2.471	2.7	1.998	2.82	1	4.21335	1	1.397	1.1311	1.697447	2.093	1	4.02	2.19674	2.48287	2.4798	2.5947	3.2766	3.1585
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	992	loss13-0 + rate44kbit	4	7	1	3	5	4	5	1.29298	1.8485726544372	2.294	1.765196	1.279	1	2.7	2.237	2.4	1	4.06922	1.77766	1.492	1.173	1.931716	2.074	1	3.44	2.81746	3.31055	2.26378	1	2.51532	5
sample15_c38cd5c611532af5e79ed0958c415880.ogg	992	loss17-0 + rate28kbit	2.8333333333333	6	1	3	5	2.8333333333333	1	1	3.7096915866469	2.071	4.738837	1.324	2.134	2.3	2.239	2.3	4	4.2036	2.19058	1.339	1.1717	1.728404	2.146	1.097954	3.13	1.80155	3.16416	2.18663	2.6809	2.27382	3.9363
sample05_44823b5704b026f2930ad862576bef3c.ogg	993	loss25-0 + delay500-50	2.4285714285714	7	1	3	5	2.4285714285714	1	2.98355	3.3125147448354	1.58	3.452081	1.241	1.562	2.3	1.715	2.4	3	3.53876	1.98321	1.235	1.1866	1.392196	1.788	1.910416	4.21	1.22868	3.18947	1.64004	1	2.89763	5
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1014	loss80-0 + delay600-10	1.1666666666667	6	1	3	5	1.1666666666667	1	1		1.457	1	1.206	3.171	2.3	1.661	2.3	1	2.83771	3.26111	1.166	1.1434	1.34676	1.768	1.419739	3.08	2.85726	2.6483	1.63431	5	1.54299	4.2101
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	993	loss25-0 + delay500-50	3.1666666666667	6	1	3	5	3.1666666666667	5	2.92911	3.6468452206218	1.584	1	1.369	3.9	2.3	1.989	1.2	1	2.4794	3.30636	1.26	1.2666	1.522547	1.902	3.282715	2.86	3.59022	3.44117	1.91581	3.2556	2.67859	4.834
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1001	loss22-0 + rate19kbit	2.4285714285714	7	1	3	5	2.4285714285714	1	1	3.621888282791	1.481	1	1.169	1	2.3	1.53	2.3	1	3.93431	1	1.146	1.0563	1.354293	1.739	1	3.58	1	2.70887	1.92188	1	2.33946	2.9293
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	1011	loss22-0 + rate19kbit	0.71428571428571	7	1	3	5	0.71428571428571	1	1.33074	1.5180961462148	1.604	1.653383	1.319	1	2.3	1.143	1.8	1	0.506095	1	1.237	1.1536	1.543216	1.678	1	3.67	2.80753	2.85165	1.34933	1	2.41568	
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1011	loss25-0 + delay500-50	2.6666666666667	6	1	3	5	2.6666666666667	1	1	3.5572008351588	1.907	2.770084	1.288	4.719	2.3	2.024	2.3	1	3.14878	1	1.3	1.0976	1.584367	1.967	3.106781	3.42	5	5	2.821	5	2.75154	4.8079
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1012	loss30-0 + delay400-50	3.1428571428571	7	1	3	5	3.1428571428571	5	1	3.1014605018941	2.395	2.542627	1.442	4.654	2.7	2.25	3.88	1	3.73757	1	1.59	1.1529	1.995941	2.352	3.079544	4.05	4.98717	5	2.85824	5	3.6663	4.9767
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1010	loss22-0 + rate19kbit	1.8333333333333	6	1	3	5	1.8333333333333	1	1	1.8644764093922	1.891	2.169381	1.182	1.186	2.3	1.983	2.6	1	2.9541	1	1.297	1.064	1.55543	1.885	1		1.42903	2.66171	1.85453	1	3.12248	
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	987	loss30-0 + rate17kbit	3.1666666666667	6	1	3	5	3.1666666666667	5	1	3.6809841299191	1.842	1.09671	1.194	1.038	2.3	1.811	2.6	1	3.63686	1	1.239	1.0573	1.508217	1.899	1	3.78	1.76471	2.60505	1.54075	1	2.31466	1.1485
sample15_c38cd5c611532af5e79ed0958c415880.ogg	987	loss25-0 + delay500-50	3.2857142857143	7	1	3	5	3.2857142857143	5	1	3.4208337767106	2.442	4.054296	1.312	3.063	2.7	2.325	2.6	1	4.39364	2.57875	1.604	1.1098	1.85131	2.401	3.202057	4.6	1.77504	2.87842	3.07124	2.4889	3.7414	2.4641
sample05_ff63f34c691af48ef285649054ab4906.ogg	1010	loss30-0 + rate17kbit	2	6	1	3	5	2	1	1	1.2016632890533	1.526	3.615679	1.167	2.467	2.3	1.566	2	1	0.59838	1	1.182	1.0654	1.384019	1.898	1	2.2	2.87226	2.93814	1.32312	2.6174	2.26085	1.8002
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1002	loss25-0 + delay500-50	3.5	6	1	3	5	3.5	5	3.14776	1.732792257746	2.895	3.148939	1.576	3.208	3.3	2.64	2.3	1	4.87591	2.77268	2.004	1.2101	2.762649	2.772	3.301773		2.31388	3.05854	2.36514	2.3629	4.14702	1
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	993	loss17-0 + rate28kbit	5.2857142857143	7	1	3	5	5.2857142857143	5	1.01724	1.8905049573707	2.216	3.696791	1.273	2.938	2.7	1.929	4.2	3	4.821	1.63557	1.539	1.1319	1.979011	2.083	3.476776	4.82	2.70997	2.83191	2.23191	1	4.51974	1.3599
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1000	loss10-0 + rate64kbit	3.3333333333333	48	1	3	5	3.3333333333333	5	1	1.5482344581973	2.643	3.832996	1.448	4.554	2.7	2.452	3.47	3.25	4.71367	4.06787	1.65	1.5863	2.129921	2.332	2.431114	3.79	4.43779	4.48217	2.61237	5	4.07241	3.2881
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	992	loss17-0 + rate24kbit	1.8571428571429	7	1	3	5	1.8571428571429	1	1	3.8089177757457	1.606	1	1.19	1.616	2.3	1.61	2	1	3.86818	1	1.182	1.0764	1.505394	1.807	1	2.98	1.79	2.35279	1.78571	1	1.79411	2.4385
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	1011	loss30-0 + rate14kbit	1	6	1	3	5	1	1	1	3.6721888164309	1.638	1	1.229	2.202	2.3	1.716	2.4	1	3.33204	1	1.209	1.0874	1.406876	1.793	1	3.28	2.08124	2.75296	1.96569	2.5597	2.17546	1
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1013	loss13-0 + rate48kbit	3.1428571428571	7	1	3	5	3.1428571428571	5	1.69057	4.2210732688416	2.725	4.5532	1.631	4.313	3.3	2.615	3.8	1	4.77935	4.30742	1.949	1.3468	2.147785	2.793	3.287064	4.78	1.75237	4.39356	2.8535	1	4.33808	3.6983
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1002	loss25-0 + rate29kbit	4.4285714285714	7	1	3	5	4.4285714285714	5	1	1.7786964418567	2.539	4.210535	1.643	4.074	2.7	2.549	3.52	1	4.66161	4.93631	1.703	1.409	2.215168	2.431	3.293564		3.98994	4.00593	2.5495	4.8116	4.0375	2.0598
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	1013	loss25-0 + rate29kbit	3.7142857142857	7	1	3	5	3.7142857142857	5	1	1.4690045353486	2.429	2.227945	1.489	4.444	2.7	2.234	2.3	1	4.71875	3.64841	1.605	1.2298	2.081171	2.13	3.338394		3.81246	3.80626	2.41279	5	3.4653	5
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1012	loss25-0 + delay500-50	3	6	1	3	5	3	5	1	1.9305851017857	1.589	3.476966	1.184	3.414	2.3	1.773	2.9	1	3.66843	1.4953	1.164	1.0965	1.344973	1.778	3.238388	2.71	4.07797	3	1.49902	5	2.46498	5
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	998	loss22-0 + rate19kbit	1.2857142857143	7	1	3	5	1.2857142857143	1	1	3.7350552122371	1.055	2.183515	1.147	1.173	1.7	1.354	2	1	0.261025	1	1.12	1.0344	1.218755	1.716	1	3.62	1	2.85562	1.26476	1	1.9496	
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	1014	loss25-0 + rate29kbit	3.7142857142857	7	1	3	5	3.7142857142857	5			1.969	2.739504	1.208	1	2.3	1.977	2	1	3.72168	1	1.295	1.0944	1.612064	1.947	3.314697	3.11	3.51449	2.73766	1.8951	1	1.66936	4.5556
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	1000	loss13-0 + rate44kbit	4.5714285714286	7	1	3	5	4.5714285714286	5	4.24641	4.7729751520454	2.895	1.26641	1.641	4.378	3.3	2.647	4.42	1	4.77148	4.29639	2.003	1.7261	2.606767	2.821	2.024063	4.53	3.74799	4.42508	2.82542	1	4.41803	5
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	988	loss30-0 + rate17kbit	0.85714285714286	7	1	3	5	0.85714285714286	1	1	3.9401421672517	1	1	1.133	3.861	1.7	1.187	2	4.416667	1.16518	1	1.061	1.1065	1.134607	1.623	1	3.45	3.874	2.52196	1.56775	1	1.45725	
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1001	loss30-0 + rate17kbit	1.1428571428571	7	1	3	5	1.1428571428571	1	1.13112	1.6729859365871	1.657	1.471353	1.124	1	2.3	1.216	1.2	1	0	1	1.265	1.0796	1.184752	3.004	1	1.88	1.27756	3.03704	1.39961	1	1	
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	984	loss10-0 + rate64kbit	4.4285714285714	7	1	3	5	4.4285714285714	5	4.22877	1.1723306729519	2.95	3.519914	1.564	2.952	3.3	2.766	4.8	1	4.86116	3.75572	1.986	1.258	2.429516	2.676	3.833588	4.29	4.76899	4.13653	2.70372	1	4.60627	5
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1013	loss13-0 + rate44kbit	4.2857142857143	7	1	3	5	4.2857142857143	5	4.36153	4.3463652382458	2.512	4.468711	1.562	4.39	2.7	2.386	2.6	1	4.7718	4.28551	1.676	1.5244	2.002545	2.381	3.697754	4.84	1.85494	4.38056	2.31863	1	4.35266	1
sample15_c38cd5c611532af5e79ed0958c415880.ogg	988	loss13-0 + rate44kbit	4	7	1	3	5	4	5	3.16663	4.1707652699818	2.76	4.602733	1.6	4.242	2.7	2.656	3.24	1	4.79608	4.13093	1.848	1.4204	2.134326	2.648	3.664825	4.81	2.25519	3.89675	2.60648	2.631	4.30111	3.9302
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	996	loss30-0 + rate14kbit	0.85714285714286	7	1	3	5	0.85714285714286	1	1	1.9133112077663	1	1.326238	1.133	2.725	1.7	1.288	1.7	1	0	1	1.102	1.1039	1.189566	1.731	1	1.46	3.8344	2.90243	1.28272	5	1.02398	2.3185
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	1011	loss25-0 + delay500-50	3.5714285714286	7	1	3	5	3.5714285714286	5	1	3.3365702922525	2.667	1	1.614	3.731	2.7	2.649	2.4	1	4.79393	2.99154	1.783	1.3104	2.228086	2.524	3.380142	4.58	2.74007	2.74548	2.54765	1	3.69728	3.8408
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	993	loss20-0 + rate32kbit	2.4285714285714	7	1	3	5	2.4285714285714	1	1	4.2342390817788	2.618	1.620185	1.741	3.853	2.7	2.604	2.82	1	4.50465	3.39283	1.822	1.4332	2.338652	2.42	3.448608	4.63	2.73008	3.14703	2.442	2.6471	3.81069	4.1209
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	1000	loss13-0 + rate44kbit	4.8571428571429	7	1	3	5	4.8571428571429	5	3.17828	3.6242115245307	2.6	1.191756	1.55	3.313	2.7	2.375	3.56	1	4.89625	3.87946	1.763	1.243	2.305048	2.534	3.306442	4.8	3.34912	4.10912	2.51569	1	4.39656	5
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	996	loss22-0 + rate19kbit	2	7	1	3	5	2	1	1	3.7474295253884	1.531	1.734636	1.166	1	2.3	1.636	1.7	1	2.89848	1	1.158	1.4498	1.359346	1.768	1	4.23	1	2.79989	1.93732	1	2.71711	3.8477
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1010	loss25-0 + delay500-50	2.3333333333333	6	1	3	5	2.3333333333333	1	1.56445	4.2989171176363	2.494	4.625934	1.363	2.584	2.7	2.322	3.88	1	4.3862	2.3267	1.613	1.1711	1.787151	2.319	3.323151	4.55	1	2.76013	2.33667	1	3.74261	3.4372
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1013	loss13-0 + rate44kbit	4	6	1	3	5	4	5	3.79939	3.9381655206322	2.561	3.315241	1.554	5	2.7	2.559	4.42	4.4375	4.14698	3.28119	1.752	1.4275	2.271602	2.511	3.66568	4.44	5	5	2.39386	4.9587	4.32085	5
sample05_14ae7b1886265e54e7f2c83d67eb802e.ogg	1011	loss17-0 + rate28kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	4.02643	1.160995083277	2.472	3.677721	1.333	3.475	2.7	2.216	3.47	1	3.88266	3.77628	1.613	1.3158	2.077631	2.19	1.450668	4.06	4.52562	4.98985	2.41623	5	3.94112	5
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	1011	loss25-0 + delay500-50	2.1428571428571	7	1	3	5	2.1428571428571	1	1	3.6071792148447	2.42	1	1.703	3.031	2.7	2.477	2.6	1	4.21515	3.29346	1.615	1.3662	2.179957	2.509	3.153732	4.24	3.03744	2.6899	2.97854	2.7292	3.61819	2.5825
sample05_44823b5704b026f2930ad862576bef3c.ogg	996	loss30-0 + rate14kbit	0.5	6	1	3	5	0.5	1	1	3.4923688289004	2.583	1	2.051	1.468	3.3	2.689	1.19	1	0	1	2.355	2.1437	2.949507	2.689	1	1.92	1	3.2723	1.22986	4.7375	1	2.8146
sample15_d4cdbff1b70c60a2fd8fc54f26f55c23.ogg	1002	loss25-0 + delay500-50	1	7	1	3	5	1	1	2.62704	1.3168372889609	2.02	2.706465	1.172	1.062	2.3	1.748	1.5	1	0.898539	1	1.267	1.0978	1.784023	1.884	1		1.07919	2.80715	1.52379	1	3.09903	5
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	1002	loss22-0 + rate19kbit	0.66666666666667	6	1	3	5	0.66666666666667	1	1.02427	1.5439461715027	1	1	1.106	1	1.3	0.955	2.04	1	0.247789	1	1.051	1.0252	1.236706	1.62	1	3.25	2.8892	2.74609	1.33723	1	1.52302	
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	987	loss30-0 + rate17kbit	0.57142857142857	7	1	3	5	0.57142857142857	1	1	3.7331625319775	1.16	2.822653	1.129	1.143	1.7	1.379	1.2	1	0	1	1.084	1.0505	1.174218	1.683	1	2.74	1	2.55809	1.29114	2.6255	1	
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1009	loss25-0 + delay500-50	3.7142857142857	7	1	3	5	3.7142857142857	5	1	4.4338943829884	2.662	4.124031	1.505	3.074	2.7	2.55	3.52	1	4.5463	1.83298	1.845	1.1772	1.964734	2.563	3.452179	4.7	1	2.87518	2.76514	1	3.91411	1.8176
sample05_44823b5704b026f2930ad862576bef3c.ogg	1009	loss20-0 + rate32kbit	3.5714285714286	14	1	3	5	3.5714285714286	5	1	3.2105330880082	2.673	3.7552	1.447	4.397	2.7	2.514	4.2	4.75	4.42255	4.11227	1.765	1.2749	2.19514	2.653	3.120819	4.78	2.27856	4.70074	2.19608	2.7735	3.9635	5
sample05_44823b5704b026f2930ad862576bef3c.ogg	988	loss30-0 + rate17kbit	0.57142857142857	7	1	3	5	0.57142857142857	1	1	3.2841640210678	1.702	3.668035	1.223	1.276	2.3	1.786	2	3	0	1	1.361	1.0586	1.582213	1.807	1	2.66	1	3.17807	1.33874	4.8222	1	2.4593
sample05_44823b5704b026f2930ad862576bef3c.ogg	993	loss17-0 + rate24kbit	2.1428571428571	7	1	3	5	2.1428571428571	1	1	3.2763131848956	1.462	2.844913	1.198	1.991	2.3	1.476	2	3	2.73682	1	1.173	1.0678	1.333824	1.732	1.043488	4.34	1	2.79307	1.29355	2.6015	2.8157	2.7355
sample05_44823b5704b026f2930ad862576bef3c.ogg	1009	loss30-0 + rate17kbit	1.3333333333333	6	1	3	5	1.3333333333333	1	1	3.6362122229156	1	1	1.189	1.798	1.7	1.125	2	1	0.561085	1	1.086	1.0966	1.203901	1.681	1	2.97	1	2.2072	1.88489	2.5595	1.74811	
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	992	loss17-0 + rate24kbit	3.3333333333333	6	1	3	5	3.3333333333333	5	1	1.8281860805696	1.768	1	1.127	1	1.7	1.283	1.26	1	3.75841	1	1.087	1.0568	1.418821	1.773	1	2.79	1.5618	2.55811	1.6123	1	1.8181	4.4441
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1010	loss30-0 + delay400-50	2.5714285714286	7	1	3	5	2.5714285714286	1	1	3.8237775899608	1.65	1.757986	1.254	4.457	2.3	1.934	2.3	1	3.17407	1	1.218	1.0651	1.457565	1.904	2.626038	3.7	4.89882	5	2.18972	5	2.87893	4.1265
sample06_43af06b41db225c41a659da60408148a.ogg	1010	loss22-0 + rate23kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	3.6497689508647	1.205	1	1.137	2.246	1.7	1.281	2.3	1	3.07159	1	1.141	1.0439	1.297436	1.759	1	3.23	2.70672	2.69074	1.33771	1	2.11945	2.7746
sample15_d4cdbff1b70c60a2fd8fc54f26f55c23.ogg	1002	loss13-0 + rate44kbit	4.5	6	1	3	5	4.5	5	4.14095	1.9206694829836	2.827	1.37164	1.557	3.556	3.3	2.524	2.8	1	4.16176	3.82958	1.89	1.4259	2.52633	2.715	3.194443		3.1084	4.16765	2.2289	1	4.21123	4.9999
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1002	default	5.875	16	1	3	5	5.875	5	3.21955	1.1845217719559	4.526	3.391838	4.406	4.964	4.3	3.748	5	1	4.9622	5	4.159	3.8768	4.713545	5	4.938965		4.78195	5	4.36164	4.8629	4.88225	3.973
sample05_ff63f34c691af48ef285649054ab4906.ogg	1014	loss17-0 + rate24kbit	3.5	6	1	3	5	3.5	5	1		2.071	1.899308	1.214	3.094	2.3	1.863	1.7	1	3.62459	1.16302	1.303	1.3063	1.649295	1.836	3.27861	3.97	3.17661	2.79565	1.62942	4.74	1.83375	
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	992	loss30-0 + delay400-50	2.3333333333333	6	1	3	5	2.3333333333333	1	1.22943	1.9335047009573	1.373	1.609147	1.162	1	1.7	1.366	2	1	3.63723	1	1.11	1.0701	1.363114	1.769	1	2.45	1.97467	2.66033	1.55983	1	1.20216	
sample15_c38cd5c611532af5e79ed0958c415880.ogg	1010	loss22-0 + rate19kbit	1.5714285714286	7	1	3	5	1.5714285714286	1	1	3.485488260073	1.84	4.292352	1.18	1.821	2.3	1.862	2.3	1	2.63034	1	1.237	1.097	1.471843	1.876	1	4.34	1.36894	2.75022	1.9135	2.8516	2.94377	2.7373
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	992	loss17-0 + rate28kbit	4	7	1	3	5	4	5	1.79597	3.9575825405423	2.199	1.32509	1.264	2.686	2.7	2.01	2	1	4.1061	1.6671	1.493	1.1402	1.806637	2.141	2.989365	3.99	2.79658	3.87145	1.779	1	3.19395	5
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	998	loss40-0 + rate16kbit	1	9	1	3	5	1	1	1	3.5787026636866	1.186	1	1.148	3.95	1.7	1.438	2	1	0	1	1.126	1.1009	1.22796	1.655	1	2.06	4.48697	3.63357	1.4935	3.1406	1.268	
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	984	loss22-0 + rate19kbit	1.1428571428571	7	1	3	5	1.1428571428571	1	1	1.1156113699182	1.692	3.813734	1.342	2.523	1.7	1.794	1.2	1	0	1	1.142	1.1824	1.576854	2.23	1	2.63	3.72446	2.81777	1.3897	5	1.16438	
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1001	loss30-0 + rate14kbit	1.4285714285714	7	1	3	5	1.4285714285714	1	1	1.5996606399507	1.412	1	1.182	2.053	1.7	1.627	2	1	2.66137	1.37123	1.137	1.0641	1.294523	1.728	1		2.48466	2.6084	1.43376	4.8745	1.53746	1
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1014	loss30-0 + rate17kbit	2.7142857142857	7	1	3	5	2.7142857142857	1	1		1.932	1	1.282	3.357	2.3	1.952	2.8	1	3.48863	1.73628	1.278	1.1767	1.571469	1.887	1	3.83	3.17077	2.57409	2.03425	5	2.23728	4.9598
sample16_28b7af27b8464f83f547e385893de318.ogg	992	loss13-0 + rate48kbit	4.5714285714286	7	1	3	5	4.5714285714286	5	3.59816	1.307304299737	2.843	3.156993	1.702	4.298	3.3	2.685	2.82	1	4.53563	2.50194	1.917	1.716	2.589637	2.671	3.439697		4.37909	4.38054	2.78638	4.1858	3.76786	5
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1000	loss40-0 + rate16kbit	0.89655172413793	58	1	3	5	0.89655172413793	1	1	3.3403780308568	1.594	2.388591	1.17	4.225	1.7	1.559	1.2	1	0.215113	1	1.132	1.1005	1.397039	1.707	1	1.87	4.38001	3.31792	1.72776	3.1107	1.66741	1
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	993	default	5.8333333333333	6	1	3	5	5.8333333333333	5	4.08543	1.6988788656785	3.944	3.107767	3.221	3.939	4.3	2.971	5	1	4.93792	4.46474	3.689	1.8211	3.930502	4.701	5	4.37	4.90626	4.42757	4.14098	1	4.64506	5
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	996	loss17-0 + rate24kbit	3.1428571428571	7	1	3	5	3.1428571428571	5	1	3.5891170754963	1.762	1	1.264	4.318	2.3	1.978	2.82	1	3.95785	1	1.253	1.1348	1.492297	1.894	1	4.1	4.07489	2.927	1.99363	5	3.12594	1
sample05_44823b5704b026f2930ad862576bef3c.ogg	1009	loss90-0 + delay700-10	0.45454545454545	11	1	3	5	0.45454545454545	1	1	3.6790436502707	1.222	3.275063	1.287	1.625	2.7	1.815	2.4	1	0.113505	1	1.375	1.0588	1.190985	2.018	1	2.55	1	2.24855	1.5305	4.7906	1.09227	
sample05_44823b5704b026f2930ad862576bef3c.ogg	984	loss22-0 + rate19kbit	1.1428571428571	7	1	3	5	1.1428571428571	1	1	3.2084724243524	1.243	3.56354	1.161	2.225	1.7	1.259	2	1	0	1	1.11	1.0509	1.207678	1.66	1	2.77	1	3.09793	1.33873	4.7807	1.62718	2.6972
sample05_ff63f34c691af48ef285649054ab4906.ogg	1013	loss13-0 + rate44kbit	4.7142857142857	7	1	3	5	4.7142857142857	5	1	1.8855766122654	2.37	3.985694	1.541	4.743	2.7	2.348	2.6	1	5	4.32716	1.587	1.177	2.069428	2.289	4.126129	4.86	4.21861	4.95631	2.37143	2.7368	4.70428	1.0634
sample06_afb5f1ecdd37621d1be77b20691fefd8.ogg	1001	loss17-0 + rate24kbit	2	7	1	3	5	2	1	1	3.8411474133654	1.975	1	1.187	1	2.3	1.488	2	1	2.41975	1	1.166	1.0589	1.321576	1.884	1	2.49	1	2.70415	1.36402	1	1.70219	4.7088
